,ACCNUM,ACCLASS,INVOLVED,MOTIVE,X,Y,LATITUDE,LONGITUDE,DATE_TIME,ROAD_CLASS,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,DISTRICT,NEIGHBOURHOOD,HOOD_ID,LOCCOORD,PEOPLE_COUNT,FATAL_INJURY_COUNT,MAJOR_INJURY_COUNT,MINOR_INJURY_COUNT,NO_INJURY_COUNT,NULL_INJURY_COUNT,DRIVERS_COUNT,PEDESTRIAN_COUNT,PASSENGER_COUNT,CYCLIST_COUNT,PEOPLE_VEH_COUNT,AUTOMOBILE_VEH_COUNT,RECREATIONAL_VEH_COUNT,OTHER_VEH_COUNT,REDLIGHT_CAMERA,DATE,DATA_TYPE,CAMERA_ID,CAMERA_DATE_TIME,CAMERA_DATE
5321,8000806863.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8824841.2780487,5426746.96404951,43.749427,-79.274898,2018-05-05 04:07:00,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Angle,Scarborough,Dorset Park (126),126,Intersection,3,0,1,2,0,0,2,0,1,0,0,2,0,1,True,2018-05,Accident,72.0,2017-03-10 05:00:00,2017-03
5322,8000810853.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8847433.45738571,5420347.90088176,43.707888,-79.477847,2018-05-05 18:03:00,Major Arterial,Non Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Brookhaven-Amesbury (30),30,Mid-Block,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2018-05,Accident,,,
5323,8000812418.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8820035.0590337,5430898.66168185,43.776362,-79.231723,2018-05-05 22:15:00,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Turning Movement,Scarborough,Woburn (137),137,Intersection,8,0,2,1,5,0,2,0,6,0,0,2,0,6,True,2018-05,Accident,133.0,2018-02-16 05:00:00,2018-02
5324,8000824301.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8829956.63128963,5416650.11660384,43.683871,-79.32085,2018-05-07 17:46:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Woodbine Corridor (64),64,Intersection,2,0,1,0,1,0,1,0,0,0,0,1,0,1,False,2018-05,Accident,,,
5325,8000825405.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8835738.67696093,5411842.60938153,43.652632,-79.372791,2018-05-07 20:50:00,Major Arterial,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Toronto and East York,Moss Park (73),73,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2018-05,Accident,,,
5326,8000832716.0,Non-Fatal Injury,Automobile,Not Recorded,-8839937.53683416,5428361.33384016,43.759902,-79.41051,2018-05-08 21:40:00,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Sideswipe,North York,Willowdale East (51),51,Intersection,2,0,1,1,0,0,2,0,0,0,0,2,0,0,False,2018-05,Accident,,,
5327,8000842221.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8836383.21681262,5412492.97467356,43.656859,-79.37858100000001,2018-05-10 09:55:00,Local,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Church-Yonge Corridor (75),75,Mid-Block,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2018-05,Accident,,,
5328,8000845725.0,Non-Fatal Injury,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8829436.76926763,5413810.15464129,43.665419,-79.31618,2018-05-10 18:45:00,Minor Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Toronto and East York,The Beaches (63),63,Intersection,2,0,1,0,1,0,2,0,0,0,0,1,1,0,True,2018-05,Accident,61.0,2009-08-13 04:00:00,2009-08
5329,8000847454.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8859931.85321452,5428397.70857716,43.760138,-79.590122,2018-05-11 02:09:00,Local,At/Near Private Drive,No Control,Clear,Dark,Dry,SMV Other,Etobicoke York,Mount Olive-Silverstone-Jamestown (2),2,Mid-Block,2,0,1,1,0,0,1,0,1,0,0,1,0,1,False,2018-05,Accident,,,
5330,8000874551.0,Fatal,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8839007.57380807,5422988.38812553,43.725032,-79.402156,2018-05-15 09:35:00,Major Arterial,At Intersection,Traffic Signal,<Null>,Daylight,<Null>,Pedestrian Collisions,North York,Lawrence Park South (103),103,Intersection,2,1,0,0,1,0,1,1,0,0,0,1,0,1,True,2018-05,Accident,53.0,2009-08-05 04:00:00,2009-08
5331,8000877104.0,Fatal,"Cyclist, Automobile","Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8845322.17192332,5409546.92586744,43.637709,-79.458881,2018-05-15 15:58:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,South Parkdale (85),85,Intersection,2,1,0,0,1,0,1,0,0,1,1,1,0,0,False,2018-05,Accident,,,
5332,8000879182.0,Fatal,Automobile,"Speeding  Related Collision, Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8851332.64518972,5403595.54167937,43.599005,-79.512874,2018-05-15 22:37:00,Major Arterial,Intersection Related,No Control,<Null>,Dark,<Null>,Sideswipe,Etobicoke York,New Toronto (18),18,Intersection,3,1,0,0,2,0,1,0,1,0,0,1,0,2,False,2018-05,Accident,,,
5333,8000879667.0,Non-Fatal Injury,"Cyclist, City Vehicle",Not Recorded,-8835786.2103835,5412000.00373809,43.653655,-79.37321800000001,2018-05-16 00:55:00,Major Arterial,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Cyclist Collisions,Toronto and East York,Moss Park (73),73,Intersection,2,0,1,0,1,0,1,0,0,1,1,0,0,1,False,2018-05,Accident,,,
5334,8000880741.0,Fatal,"Cyclist, Truck",Aggressive and Distracted Driving Collision,-8831451.31809252,5413914.64459677,43.666098,-79.334277,2018-05-16 08:00:00,Minor Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,South Riverdale (70),70,Intersection,2,1,0,0,1,0,1,0,0,1,1,1,0,0,False,2018-05,Accident,,,
5335,8000903951.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8848811.9266402,5406184.193673099,43.615843,-79.49023000000001,2018-05-19 15:50:00,Local,At/Near Private Drive,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Mimico (17),17,Intersection,4,0,1,0,3,0,1,1,2,0,0,1,0,3,False,2018-05,Accident,,,
5336,8000909501.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8820507.27631365,5436343.94163921,43.811671,-79.23596500000001,2018-05-20 14:34:00,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,SMV Other,Scarborough,Malvern (132),132,Mid-Block,1,0,1,0,0,0,1,0,0,0,0,1,0,0,False,2018-05,Accident,,,
5337,8000911603.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8830104.35225392,5437329.12087746,43.818057,-79.322177,2018-05-20 21:17:00,Collector,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Pedestrian Collisions,Scarborough,Steeles (116),116,Intersection,3,0,1,1,1,0,1,2,0,0,0,1,0,2,False,2018-05,Accident,,,
5338,8000912175.0,Fatal,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8843062.94285767,5424730.74717748,43.736342,-79.438586,2018-05-20 23:07:00,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Approaching,Etobicoke York,Clanton Park (33),33,Mid-Block,5,1,3,1,0,0,2,0,3,0,0,2,0,3,False,2018-05,Accident,,,
5339,8000916945.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8862759.14564169,5427616.29981777,43.755068,-79.61551999999999,2018-05-21 20:20:00,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Rear End,North York,West Humber-Clairville (1),1,Mid-Block,8,0,1,6,1,0,3,0,5,0,0,3,0,5,False,2018-05,Accident,,,
5340,8000921444.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8834939.40301703,5431412.06992934,43.779692,-79.365611,2018-05-22 13:25:00,Major Arterial,Non Intersection,No Control,Clear,"Daylight, artificial",Dry,Pedestrian Collisions,North York,Don Valley Village (47),47,Mid-Block,3,0,1,0,2,0,1,1,1,0,0,1,0,2,False,2018-05,Accident,,,
5341,8000922403.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8844687.76214529,5412784.092210299,43.658751,-79.453182,2018-05-22 15:52:00,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,High Park North (88),88,Mid-Block,3,0,1,0,2,0,1,0,1,1,1,1,0,1,False,2018-05,Accident,,,
5342,8000931824.0,Non-Fatal Injury,Motorcycle,Not Recorded,-8822531.17597576,5419496.80353477,43.702361,-79.25414599999999,2018-05-23 23:25:00,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,SMV Other,Scarborough,Birchcliffe-Cliffside (122),122,Mid-Block,1,0,1,0,0,0,1,0,0,0,0,0,1,0,False,2018-05,Accident,,,
5343,8000954337.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8841552.89396506,5416059.9507431,43.680037,-79.425021,2018-05-27 10:10:00,Minor Arterial,Intersection Related,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Wychwood (94),94,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2018-05,Accident,,,
5344,8000956490.0,Non-Fatal Injury,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8837170.579571001,5414129.01428766,43.667491,-79.385654,2018-05-27 17:00:00,Major Arterial,At Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Toronto and East York,Church-Yonge Corridor (75),75,Intersection,2,0,1,0,1,0,2,0,0,0,0,1,1,0,False,2018-05,Accident,,,
5345,8000957140.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8819836.35374264,5439915.9878695,43.834822,-79.229938,2018-05-27 19:07:00,Local,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Rouge (131),131,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2018-05,Accident,,,
5346,8000967424.0,Fatal,City Vehicle,Not Recorded,-8828420.1996777,5438179.55135253,43.823569,-79.307048,2018-05-29 09:34:00,Major Arterial,Intersection Related,No Control,Clear,Daylight,Dry,Other,Scarborough,Milliken (130),130,Intersection,2,1,0,0,1,0,1,0,1,0,0,0,0,2,False,2018-05,Accident,,,
5347,8000970456.0,Non-Fatal Injury,"Cyclist, Automobile",Aggressive and Distracted Driving Collision,-8834918.25231378,5410677.08221791,43.645056,-79.365421,2018-05-29 17:00:00,Minor Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,Waterfront Communities-The Island (77),77,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2018-05,Accident,,,
5348,8000973371.0,Fatal,"Motorcycle, Truck","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8858484.58851472,5419929.65688101,43.705172,-79.57712099999999,2018-05-30 03:29:00,Major Arterial,At Intersection,Traffic Signal,<Null>,Dark,<Null>,Turning Movement,Etobicoke York,West Humber-Clairville (1),1,Intersection,2,1,0,0,1,0,2,0,0,0,0,1,1,0,False,2018-05,Accident,,,
5349,8000979295.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8828949.30121745,5416570.22496478,43.683352,-79.311801,2018-05-30 21:03:00,Major Arterial,At Intersection,No Control,Clear,"Dark, artificial",Dry,Cyclist Collisions,Toronto and East York,East End-Danforth (62),62,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2018-05,Accident,,,
5350,8000981318.0,Non-Fatal Injury,"Pedestrian, Truck",Not Recorded,-8848309.09650029,5411167.21340082,43.648242,-79.485713,2018-05-31 07:55:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,High Park-Swansea (87),87,Intersection,2,0,1,0,1,0,1,1,0,0,0,0,0,2,False,2018-05,Accident,,,
5351,8000986648.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8814966.4599789,5429661.35736814,43.768336,-79.18619100000001,2018-05-31 20:54:00,Minor Arterial,Intersection Related,No Control,Clear,Daylight,Wet,Pedestrian Collisions,Scarborough,West Hill (136),136,Intersection,4,0,1,0,3,0,1,1,2,0,0,1,0,3,True,2018-05,Accident,21.0,2008-08-11 04:00:00,2008-08
5352,8001000021.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8841311.775948,5411373.21163509,43.649581,-79.422855,2018-06-02 18:45:00,Local,Intersection Related,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,North York,Trinity-Bellwoods (81),81,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2018-06,Accident,,,
5353,8001000138.0,Fatal,"Automobile, Motorcycle",Not Recorded,-8841790.78371689,5408440.43871909,43.630515,-79.42715799999999,2018-06-02 19:03:00,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Approaching,North York,Niagara (82),82,Mid-Block,4,1,0,0,1,2,4,0,0,0,0,3,1,0,False,2018-06,Accident,,,
5354,8001004322.0,Non-Fatal Injury,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8819966.26358839,5433825.00914108,43.79534,-79.231105,2018-06-03 12:35:00,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Rear End,Scarborough,Malvern (132),132,Mid-Block,3,0,1,0,2,0,2,0,1,0,0,1,1,1,False,2018-06,Accident,,,
5355,8001005899.0,Non-Fatal Injury,Automobile,Medical or Physical Disability Related Collision,-8839835.67950008,5427823.898408401,43.756415,-79.409595,2018-06-03 17:30:00,Major Arterial,Intersection Related,No Control,Clear,Daylight,Dry,SMV Other,North York,Willowdale East (51),51,Intersection,1,0,1,0,0,0,1,0,0,0,0,1,0,0,False,2018-06,Accident,,,
5356,8001007364.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8828584.95252408,5417065.90294015,43.686572,-79.30852800000001,2018-06-03 22:38:00,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Toronto and East York,East End-Danforth (62),62,Intersection,3,0,1,0,2,0,1,1,1,0,0,1,0,2,False,2018-06,Accident,,,
5357,8001028038.0,Non-Fatal Injury,"Automobile, Motorcycle",Not Recorded,-8822239.85286835,5420031.29027812,43.705832,-79.251529,2018-06-06 22:57:00,Major Arterial,Non Intersection,Traffic Controller,Clear,"Daylight, artificial",Dry,Rear End,Scarborough,Birchcliffe-Cliffside (122),122,Mid-Block,2,0,1,0,1,0,2,0,0,0,0,1,1,0,False,2018-06,Accident,,,
5358,8001034649.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8845311.93053017,5415243.262805,43.674731,-79.458789,2018-06-07 21:28:00,Local,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Cyclist Collisions,Etobicoke York,Weston-Pellam Park (91),91,Mid-Block,2,0,1,1,0,0,1,0,0,1,1,1,0,0,False,2018-06,Accident,,,
5359,8001058392.0,Fatal,"Pedestrian, Automobile","Speeding  Related Collision, Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8844564.53146898,5419484.48498879,43.702281,-79.452075,2018-06-11 15:00:00,Major Arterial,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,North York,Briar Hill-Belgravia (108),108,Intersection,2,1,0,0,1,0,1,1,0,0,0,1,0,1,False,2018-06,Accident,,,
5360,8001058650.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8844984.98518571,5416245.5857039,43.681243,-79.45585200000001,2018-06-11 15:37:00,Local,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Corso Italia-Davenport (92),92,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2018-06,Accident,,,
5361,8001059223.0,Non-Fatal Injury,"Cyclist, Motorcycle",Aggressive and Distracted Driving Collision,-8849217.0182672,5404576.61669866,43.605387,-79.49386899999999,2018-06-11 17:00:00,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Etobicoke York,Mimico (17),17,Mid-Block,2,0,1,0,1,0,1,0,0,1,1,0,1,0,False,2018-06,Accident,,,
5362,8001064286.0,Fatal,"Cyclist, Truck",Not Recorded,-8838745.19376827,5414121.93523783,43.667445,-79.399799,2018-06-12 12:04:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,University (79),79,Intersection,2,1,0,0,1,0,1,0,0,1,1,0,0,1,False,2018-06,Accident,,,
5363,8001067265.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8816012.75187287,5429341.49820312,43.766261,-79.19559,2018-06-12 19:45:00,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,West Hill (136),136,Mid-Block,2,0,1,1,0,0,1,1,0,0,0,1,0,1,False,2018-06,Accident,,,
5364,8001071783.0,Non-Fatal Injury,City Vehicle,Not Recorded,-8836602.40488999,5415779.96609838,43.678218,-79.38055,2018-06-13 12:41:00,Major Arterial,Overpass or Bridge,No Control,Clear,Daylight,Dry,Other,Toronto and East York,Rosedale-Moore Park (98),98,Mid-Block,2,0,1,0,1,0,1,0,1,0,0,0,0,2,False,2018-06,Accident,,,
5365,8001076637.0,Non-Fatal Injury,"Pedestrian, City Vehicle",Not Recorded,-8849925.34418711,5406924.57871338,43.620658,-79.500232,2018-06-14 01:54:00,Minor Arterial,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Etobicoke York,Mimico (17),17,Intersection,2,0,1,0,1,0,1,1,0,0,0,0,0,2,False,2018-06,Accident,,,
5366,8001077165.0,Fatal,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8823169.81589444,5421716.25787951,43.716773,-79.259883,2018-06-14 05:58:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Scarborough,Clairlea-Birchmount (120),120,Intersection,2,1,0,0,1,0,2,0,0,0,0,1,1,0,True,2018-06,Accident,148.0,2021-04-27 04:00:00,2021-04
5367,8001078053.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8839862.84145584,5427955.05627425,43.757266,-79.409839,2018-06-14 09:05:00,Major Arterial,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,North York,Willowdale East (51),51,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2018-06,Accident,,,
5368,8001081100.0,Non-Fatal Injury,"Automobile, Motorcycle","Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8849763.93092546,5416732.31797123,43.684405,-79.49878199999999,2018-06-14 16:45:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Etobicoke York,Mount Dennis (115),115,Intersection,2,0,1,0,1,0,2,0,0,0,0,1,1,0,False,2018-06,Accident,,,
5369,8001089353.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8822855.56097193,5439971.39010492,43.835181,-79.25706,2018-06-15 19:28:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Milliken (130),130,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2018-06,Accident,,,
5370,8001095116.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8834513.04936729,5420064.24437742,43.706046,-79.36178100000001,2018-06-16 15:50:00,Major Arterial,Intersection Related,No Control,Clear,Daylight,Dry,Cyclist Collisions,North York,Thorncliffe Park (55),55,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2018-06,Accident,,,
5371,8001102397.0,Non-Fatal Injury,"Automobile, Motorcycle",Not Recorded,-8842959.41573123,5416744.01710172,43.684481,-79.437656,2018-06-17 18:10:00,Minor Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Etobicoke York,Oakwood Village (107),107,Mid-Block,5,0,1,0,4,0,2,0,3,0,0,1,1,3,False,2018-06,Accident,,,
5372,8001105642.0,Non-Fatal Injury,Automobile,Medical or Physical Disability Related Collision,-8853856.70332397,5410245.89288234,43.642253,-79.53554799999999,2018-06-18 08:44:00,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Approaching,Etobicoke York,Islington-City Centre West (14),14,Mid-Block,2,0,1,0,1,0,2,0,0,0,0,2,0,0,False,2018-06,Accident,,,
5373,8001108986.0,Non-Fatal Injury,Automobile,Not Recorded,-8840978.81935104,5433119.165225401,43.790763,-79.419864,2018-06-18 17:20:00,Local,At/Near Private Drive,No Control,Clear,Daylight,Dry,SMV Other,North York,Newtonbrook West (36),36,Mid-Block,1,0,1,0,0,0,1,0,0,0,0,1,0,0,False,2018-06,Accident,,,
5374,8001113536.0,Non-Fatal Injury,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8854170.17901004,5430204.75801378,43.771861,-79.538364,2018-06-19 11:05:00,Major Arterial,Non Intersection,No Control,Clear,Daylight,Dry,Rear End,North York,Humber Summit (21),21,Mid-Block,3,0,1,0,2,0,3,0,0,0,0,2,1,0,False,2018-06,Accident,,,
5375,8001115863.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8840182.21707492,5433783.21526024,43.795069,-79.412708,2018-06-19 17:00:00,Minor Arterial,At Intersection,Stop Sign,Clear,Daylight,Dry,Angle,North York,Newtonbrook East (50),50,Intersection,3,0,2,1,0,0,3,0,0,0,0,3,0,0,False,2018-06,Accident,,,
5376,8001115979.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8846647.09650274,5413356.35262725,43.66247,-79.470783,2018-06-19 17:17:00,Minor Arterial,At Intersection,Stop Sign,Clear,Daylight,Dry,Angle,Etobicoke York,Junction Area (90),90,Intersection,3,0,1,2,0,0,3,0,0,0,0,3,0,0,False,2018-06,Accident,,,
5377,8001118177.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8861806.2508005,5425742.88381137,43.742911,-79.60696,2018-06-20 00:12:00,Major Arterial,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,Etobicoke York,West Humber-Clairville (1),1,Mid-Block,4,0,1,0,3,0,1,1,2,0,0,1,0,3,False,2018-06,Accident,,,
5378,8001122394.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8817127.05997571,5428989.89714725,43.76398,-79.2056,2018-06-20 15:35:00,Major Arterial,At/Near Private Drive,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Woburn (137),137,Intersection,4,0,1,0,3,0,2,1,1,0,0,2,0,2,False,2018-06,Accident,,,
5379,8001135358.0,Non-Fatal Injury,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8848631.8117041,5422995.93609796,43.725081,-79.488612,2018-06-22 12:40:00,Major Arterial,At/Near Private Drive,No Control,Clear,Daylight,Dry,Turning Movement,North York,Downsview-Roding-CFB (26),26,Mid-Block,2,0,1,0,1,0,2,0,0,0,0,1,1,0,False,2018-06,Accident,,,
5380,8001139262.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8834758.50884449,5412127.85977844,43.654486,-79.363986,2018-06-22 23:14:00,Major Arterial,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Angle,Toronto and East York,Moss Park (73),73,Intersection,2,0,1,0,1,0,2,0,0,0,0,2,0,0,True,2018-06,Accident,1.0,2007-11-09 05:00:00,2007-11
5381,8001139580.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8816397.47203305,5434575.78907066,43.800208000000005,-79.199046,2018-06-23 00:15:00,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Wet,Turning Movement,Scarborough,Rouge (131),131,Intersection,6,0,1,3,2,0,3,0,3,0,0,3,0,3,True,2018-06,Accident,79.0,2017-03-10 05:00:00,2017-03
5382,8001139682.0,Non-Fatal Injury,Automobile,"Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8819915.27926161,5430445.86858636,43.773425,-79.23064699999999,2018-06-23 00:36:00,Major Arterial,Intersection Related,Traffic Signal,Rain,"Dark, artificial",Wet,SMV Other,Scarborough,Woburn (137),137,Intersection,2,0,1,0,1,0,1,0,1,0,0,1,0,1,False,2018-06,Accident,,,
5383,8001140010.0,Non-Fatal Injury,"Pedestrian, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8850777.16093066,5428254.830668299,43.759211,-79.50788399999999,2018-06-23 02:05:00,Major Arterial,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Pedestrian Collisions,North York,Glenfield-Jane Heights (25),25,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2018-06,Accident,,,
5384,8001142339.0,Fatal,"Pedestrian, Automobile",Not Recorded,-8840058.98639861,5419728.85721612,43.703868,-79.411601,2018-06-23 12:59:00,Major Arterial,At Intersection,Traffic Signal,Rain,Daylight,Wet,Pedestrian Collisions,North York,Forest Hill South (101),101,Intersection,2,1,0,0,1,0,1,1,0,0,0,1,0,1,False,2018-06,Accident,,,
5385,8001149979.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8836243.95612964,5411094.90741715,43.647772,-79.37733,2018-06-24 17:40:00,Major Arterial,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Pedestrian Collisions,Toronto and East York,Church-Yonge Corridor (75),75,Intersection,3,0,1,0,2,0,2,1,0,0,0,1,0,2,False,2018-06,Accident,,,
5386,8001165906.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8845117.45537975,5422933.70401991,43.724677,-79.457042,2018-06-27 01:00:00,Major Arterial,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Pedestrian Collisions,North York,Yorkdale-Glen Park (31),31,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2018-06,Accident,,,
5387,8001174329.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8837427.05967779,5428937.48954525,43.76364,-79.387958,2018-06-28 10:24:00,Expressway Ramp,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,North York,Willowdale East (51),51,Mid-Block,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2018-06,Accident,,,
5388,8001177346.0,Non-Fatal Injury,Motorcycle,Not Recorded,-8836615.09531194,5415785.19937838,43.678252,-79.380664,2018-06-28 18:03:00,Major Arterial,Intersection Related,Traffic Controller,Clear,Daylight,Dry,SMV Other,Toronto and East York,Rosedale-Moore Park (98),98,Intersection,1,0,1,0,0,0,1,0,0,0,0,0,1,0,False,2018-06,Accident,,,
